accident_index,accident_year,accident_severity,number_of_vehicles,number_of_casualties,junction_control,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,road_type,date,time,day_of_week,longitude,latitude,geometry,MSOA11CD,LAD11CD,LAD11NM
2023010454927,2023,3,2,1,2,6,9,1,9,9,9,9,13/07/2023,09:10,5,-0.107877,51.382866,POINT (-12008.812708305974 6689299.770114196),E02000212,E09000008,Croydon
2023010454935,2023,3,2,1,-1,0,0,1,1,1,0,6,13/07/2023,10:15,5,0.026065,51.432362,POINT (2901.5425275266757 6698132.864947142),E02000683,E09000023,Lewisham
2023010454939,2023,1,3,2,2,5,0,1,1,1,0,3,13/07/2023,08:52,5,-0.452639,51.482723,POINT (-50387.54299317656 6707130.1559788445),E02000524,E09000017,Hillingdon
2023010454942,2023,3,1,1,-1,0,0,1,1,1,0,6,13/07/2023,07:54,5,-0.039309,51.51162,POINT (-4375.85786359279 6712297.263147247),E02000888,E09000030,Tower Hamlets
2023010454943,2023,3,2,1,4,3,4,1,1,1,0,6,12/07/2023,16:35,4,-0.29703,51.607393,POINT (-33065.228350326055 6729446.018351888),E02000434,E09000015,Harrow
2023010454950,2023,3,2,1,4,99,9,1,9,9,9,9,12/07/2023,15:01,4,-0.144203,51.442978,POINT (-16052.604530862427 6700028.650738142),E02000640,E09000022,Lambeth
2023010454951,2023,2,3,1,4,3,0,1,1,1,0,6,13/07/2023,07:23,5,0.117642,51.588765,POINT (13095.847535902289 6726107.727747852),E02000763,E09000026,Redbridge
2023010454954,2023,3,2,1,4,9,0,1,1,1,0,6,13/07/2023,07:20,5,0.062961,51.408274,POINT (7008.786459835297 6693832.907314859),E02000133,E09000006,Bromley
2023010454955,2023,3,2,1,9,99,4,1,1,1,0,6,11/07/2023,08:58,3,-0.121049,51.40689,POINT (-13475.113041034972 6693585.917798109),E02000196,E09000008,Croydon
2023010454956,2023,3,2,1,4,3,0,1,1,1,0,9,11/07/2023,20:00,3,-0.058029,51.66261,POINT (-6459.758731242871 6739349.413210973),E02000281,E09000010,Enfield
2023010454957,2023,2,1,1,2,3,5,1,1,1,0,6,13/07/2023,08:20,5,-0.016101,51.573081,POINT (-1792.3551212624977 6723298.0873807985),E02000914,E09000031,Waltham Forest
2023010454963,2023,2,2,1,2,6,5,1,1,1,0,2,12/07/2023,19:05,4,-0.147467,51.511634,POINT (-16415.95134881167 6712299.767298162),E02000977,E09000033,Westminster
2023010454964,2023,3,2,1,-1,0,1,1,1,1,0,6,13/07/2023,12:50,5,0.069643,51.452095,POINT (7752.623297315951 6701657.099637338),E02000340,E09000011,Greenwich
2023010454965,2023,3,1,1,4,9,1,1,1,1,0,2,13/07/2023,10:56,5,-0.238156,51.518049,POINT (-26511.404649362863 6713447.28599648),E02000372,E09000013,Hammersmith and Fulham
2023010454966,2023,3,2,1,4,3,9,1,9,9,0,6,12/07/2023,14:00,4,-0.18477,51.491912,POINT (-20568.502313873156 6708772.896881667),E02000592,E09000020,Kensington and Chelsea
2023010454969,2023,2,2,1,2,3,5,1,1,1,0,3,13/07/2023,10:46,5,-0.139792,51.512187,POINT (-15561.5742569733 6712398.681874929),E02000972,E09000033,Westminster
2023010454970,2023,3,2,1,4,9,0,1,1,1,0,6,12/07/2023,16:12,4,-0.377291,51.485094,POINT (-41999.84200088498 6707553.99399012),E02000529,E09000018,Hounslow
2023010454972,2023,3,2,1,4,3,0,1,1,1,0,6,13/07/2023,09:55,5,-0.282573,51.525839,POINT (-31455.882471927696 6714840.982768242),E02000252,E09000009,Ealing
2023010454973,2023,3,2,1,4,3,0,1,1,1,0,6,13/07/2023,13:36,5,-0.077372,51.52868,POINT (-8613.011641657162 6715349.320990809),E02000371,E09000012,Hackney
2023010454976,2023,2,2,1,4,3,0,1,1,1,0,6,13/07/2023,09:05,5,-0.039558,51.442012,POINT (-4403.576416800316 6699856.126007621),E02000676,E09000023,Lewisham
2023010454977,2023,3,1,2,2,9,5,1,1,1,0,6,13/07/2023,12:56,5,-0.226049,51.50543,POINT (-25163.6595743287 6711190.146087956),E02000376,E09000013,Hammersmith and Fulham
2023010454978,2023,3,2,1,-1,0,9,1,1,1,0,7,13/07/2023,10:20,5,-0.399253,51.578456,POINT (-44444.640657686854 6724260.85861861),E02000499,E09000017,Hillingdon
2023010454981,2023,3,2,1,-1,0,5,4,1,1,0,6,12/07/2023,22:24,4,0.002156,51.484391,POINT (240.00482215029783 6707428.323989566),E02006930,E09000011,Greenwich
2023010454984,2023,2,1,1,-1,0,0,1,1,1,2,2,13/07/2023,09:58,5,-0.160156,51.490018,POINT (-17828.484367487523 6708434.274596367),E02000594,E09000020,Kensington and Chelsea
2023010454985,2023,3,1,1,4,9,5,1,1,1,0,3,13/07/2023,11:50,5,-0.089623,51.527747,POINT (-9976.786723365556 6715182.376429284),E02000371,E09000012,Hackney
2023010454988,2023,3,2,1,4,3,9,1,1,1,0,6,13/07/2023,12:25,5,-0.191705,51.472829,POINT (-21340.50298252451 6705361.750468083),E02000396,E09000013,Hammersmith and Fulham
2023010454989,2023,3,2,1,9,99,0,1,9,9,0,6,13/07/2023,14:30,5,-0.243002,51.53482,POINT (-27050.858901747066 6716448.055437224),E02000123,E09000005,Brent
2023010454990,2023,3,2,2,9,9,9,1,1,1,0,9,11/07/2023,21:00,3,-0.112904,51.481389,POINT (-12568.415788523762 6706891.700922122),E02000622,E09000022,Lambeth
2023010454994,2023,3,2,1,4,3,0,1,9,9,0,6,13/07/2023,14:38,5,-0.275253,51.547115,POINT (-30641.02379932093 6718648.6541508045),E02000112,E09000005,Brent
2023010454995,2023,2,1,1,2,9,9,1,1,1,0,9,30/05/2023,03:00,3,-0.11866,51.509844,POINT (-13209.170777529842 6711979.599957417),E02000977,E09000033,Westminster
2023010455000,2023,2,2,1,9,99,9,1,1,1,0,9,07/07/2023,10:00,6,-0.177057,51.486298,POINT (-19709.895081384635 6707769.228477446),E02000595,E09000020,Kensington and Chelsea
2023010455001,2023,3,1,1,4,9,0,1,1,1,0,6,13/07/2023,14:10,5,-0.122651,51.522507,POINT (-13653.446865285796 6714244.830657243),E02000193,E09000007,Camden
2023010455006,2023,2,1,1,4,99,5,1,8,1,0,6,03/07/2023,16:15,2,-0.23697,51.471855,POINT (-26379.37973328204 6705187.683176151),E02000784,E09000027,Richmond upon Thames
2023010455014,2023,3,2,1,9,99,0,1,1,1,0,7,13/07/2023,01:04,5,-0.249961,51.414174,POINT (-27825.531238177457 6694885.90892584),E02000599,E09000021,Kingston upon Thames
2023010455016,2023,3,2,1,-1,0,0,1,2,2,0,3,13/07/2023,16:20,5,0.037654,51.458735,POINT (4191.624106329923 6702843.319533442),E02006927,E09000011,Greenwich
2023010455017,2023,3,2,1,4,3,1,1,1,1,2,6,13/07/2023,18:00,5,0.081906,51.55989,POINT (9117.734212913867 6720935.794847297),E02000780,E09000026,Redbridge
2023010455022,2023,3,2,1,4,6,0,1,9,1,0,6,13/07/2023,14:48,5,-0.22184,51.589454,POINT (-24695.115837579808 6726231.177824922),E02000055,E09000003,Barnet
2023010455023,2023,3,2,1,4,9,1,1,1,1,0,6,13/07/2023,18:53,5,-0.087077,51.505934,POINT (-9693.367299805883 6711280.28375863),E02000809,E09000028,Southwark
2023010455026,2023,3,2,1,-1,0,0,1,1,1,0,3,13/07/2023,16:40,5,0.282382,51.543607,POINT (31434.620449186183 6718020.720388516),E02000487,E09000016,Havering
2023010455027,2023,3,2,3,4,8,9,1,8,1,0,6,12/07/2023,19:50,4,0.195673,51.571423,POINT (21782.21872199222 6723001.129013939),E02000479,E09000016,Havering
2023010455034,2023,3,2,2,4,3,0,1,1,1,0,6,13/07/2023,18:42,5,-0.090628,51.540928,POINT (-10088.662811612798 6717541.210642718),E02000567,E09000019,Islington
2023010455037,2023,3,2,1,4,3,0,1,1,1,0,6,13/07/2023,18:15,5,-0.110765,51.492731,POINT (-12330.303397716947 6708919.327665078),E02000619,E09000022,Lambeth
2023010455039,2023,3,2,1,9,9,0,1,1,1,0,7,12/07/2023,14:56,4,-0.034697,51.423505,POINT (-3862.4523720542124 6696551.535203066),E02000130,E09000006,Bromley
2023010455041,2023,3,2,1,4,1,9,1,1,1,0,9,13/07/2023,08:30,5,-0.1209,51.382455,POINT (-13458.526436906774 6689226.462740573),E02000212,E09000008,Croydon
2023010455042,2023,3,2,1,-1,0,5,1,8,1,0,6,05/07/2023,17:35,4,-0.175156,51.515863,POINT (-19498.276729386627 6713056.234972041),E02000974,E09000033,Westminster
2023010455043,2023,3,1,1,4,6,0,1,8,1,0,7,13/07/2023,12:44,5,-0.065627,51.643096,POINT (-7305.564222290166 6735848.11971218),E02000292,E09000010,Enfield
2023010455045,2023,3,2,1,4,1,5,1,1,1,0,1,13/07/2023,20:15,5,-0.436008,51.487681,POINT (-48536.18854179363 6708016.469125565),E02000525,E09000017,Hillingdon
2023010455047,2023,2,3,1,-1,0,0,1,1,1,0,6,13/07/2023,17:24,5,-0.331849,51.438137,POINT (-36941.26170025704 6699164.099195087),E02000799,E09000027,Richmond upon Thames
2023010455048,2023,3,1,1,4,3,0,1,1,1,0,6,13/07/2023,15:23,5,-0.251772,51.55317,POINT (-28027.13083600407 6719732.6161063155),E02000113,E09000005,Brent
2023010455049,2023,3,2,1,2,9,1,1,1,1,0,6,13/07/2023,09:22,5,-0.118366,51.467674,POINT (-13176.44284723662 6704440.522772974),E02000627,E09000022,Lambeth
2023010455053,2023,2,1,1,-1,0,5,1,1,1,0,3,13/07/2023,19:44,5,-0.124699,51.443126,POINT (-13881.42918243042 6700055.083420896),E02000643,E09000022,Lambeth
2023010455054,2023,3,2,1,4,3,0,1,1,1,0,6,13/07/2023,15:55,5,-0.209565,51.506151,POINT (-23328.669088092374 6711319.09334055),E02000583,E09000020,Kensington and Chelsea
2023010455056,2023,3,2,1,-1,0,9,1,8,1,0,6,11/07/2023,16:55,3,-0.142787,51.515813,POINT (-15894.976131899153 6713047.290749124),E02000972,E09000033,Westminster
2023010455057,2023,3,2,1,4,5,0,1,1,1,0,7,13/07/2023,17:53,5,0.065563,51.555818,POINT (7298.4397748793945 6720206.704601694),E02000782,E09000026,Redbridge
2023010455060,2023,3,2,1,2,6,5,1,1,1,0,3,13/07/2023,16:42,5,0.052903,51.492821,POINT (5889.135021436552 6708935.419120389),E02000316,E09000011,Greenwich
2023010455061,2023,3,2,1,2,3,5,1,1,1,0,6,13/07/2023,08:55,5,-0.161402,51.43467,POINT (-17967.18845301594 6698544.985869335),E02000951,E09000032,Wandsworth
2023010455065,2023,3,2,1,4,3,0,1,1,1,0,6,13/07/2023,14:45,5,-0.426175,51.453262,POINT (-47441.58398882337 6701865.568859503),E02000548,E09000018,Hounslow
2023010455067,2023,3,1,2,4,3,9,4,1,9,0,6,13/07/2023,23:36,5,-0.151364,51.543538,POINT (-16849.76340443306 6718008.369839315),E02000177,E09000007,Camden
2023010455069,2023,2,1,1,-1,0,0,4,1,1,0,6,13/07/2023,21:50,5,-0.419402,51.507664,POINT (-46687.61707768052 6711589.692475048),E02000520,E09000017,Hillingdon
2023010455070,2023,3,2,1,2,6,4,4,1,1,0,3,13/07/2023,22:45,5,-0.372449,51.477878,POINT (-41460.833026463944 6706264.136278224),E02000536,E09000018,Hounslow
2023010455071,2023,3,2,3,4,1,0,1,1,1,0,1,13/07/2023,19:08,5,-0.427162,51.517462,POINT (-47551.45632623632 6713342.276398744),E02000520,E09000017,Hillingdon
2023010455073,2023,3,3,1,-1,0,0,4,1,1,0,6,13/07/2023,22:40,5,-0.114325,51.456377,POINT (-12726.600784941002 6702422.048794209),E02000633,E09000022,Lambeth
2023010455075,2023,3,2,5,2,1,1,4,1,1,0,1,24/06/2023,12:30,7,-0.060162,51.624859,POINT (-6697.203205104925 6732577.313467656),E02000306,E09000010,Enfield
2023010455078,2023,3,2,1,4,3,1,1,1,1,0,3,13/07/2023,22:22,5,-0.043089,51.666382,POINT (-4796.645538791366 6740026.37705442),E02000282,E09000010,Enfield
2023010455079,2023,3,2,2,2,6,5,4,1,1,0,6,13/07/2023,23:00,5,-0.137462,51.542805,POINT (-15302.19984342497 6717877.168784426),E02000180,E09000007,Camden
2023010455080,2023,3,2,1,2,6,5,4,1,1,0,6,14/07/2023,23:20,6,0.0221,51.594884,POINT (2460.160746531346 6727204.151798193),E02000757,E09000026,Redbridge
2023010455081,2023,3,2,1,2,6,0,4,1,1,0,6,13/07/2023,23:58,5,0.000105,51.445083,POINT (11.688546533293726 6700404.610126116),E02000674,E09000023,Lewisham
2023010455083,2023,3,2,1,4,3,0,1,1,1,0,6,14/07/2023,05:20,6,-0.29364,51.586491,POINT (-32687.85527653685 6725700.302027896),E02000449,E09000015,Harrow
2023010455085,2023,3,2,1,-1,0,1,4,1,1,6,2,18/06/2023,20:00,1,-0.094703,51.474063,POINT (-10542.289736595387 6705582.288698574),E02000827,E09000028,Southwark
2023010455092,2023,3,1,1,2,3,4,1,1,1,0,6,23/06/2023,13:00,6,-0.065251,51.492204,POINT (-7263.708093751894 6708825.103892186),E02000816,E09000028,Southwark
2023010455093,2023,3,1,2,-1,0,0,4,1,1,0,3,14/07/2023,00:15,6,-0.016983,51.601225,POINT (-1890.5389121421654 6728340.5104494635),E02000903,E09000031,Waltham Forest
2023010455095,2023,3,2,1,4,9,0,1,1,1,0,6,14/07/2023,08:52,6,-0.051208,51.346415,POINT (-5700.448484541953 6682800.802467772),E02000227,E09000008,Croydon
2023010455097,2023,3,2,1,9,99,9,1,9,9,9,9,13/07/2023,13:10,5,-0.123888,51.412341,POINT (-13791.149075397076 6694558.749976317),E02000197,E09000008,Croydon
2023010455102,2023,3,1,1,2,6,5,1,2,2,0,6,14/07/2023,09:36,6,-0.164763,51.431207,POINT (-18341.333261572134 6697926.633740617),E02000955,E09000032,Wandsworth
2023010455105,2023,3,2,1,-1,0,8,1,1,1,0,6,13/07/2023,17:45,5,-0.174566,51.424202,POINT (-19432.59822981859 6696675.966548044),E02000956,E09000032,Wandsworth
2023010455106,2023,2,2,1,-1,0,8,1,1,1,0,6,10/07/2023,07:15,2,-0.386744,51.500458,POINT (-43052.145147353796 6710300.984239552),E02000274,E09000009,Ealing
2023010455114,2023,2,1,2,4,8,8,1,2,2,0,6,14/07/2023,09:37,6,-0.166832,51.37196,POINT (-18571.65328802342 6687354.761431474),E02000844,E09000029,Sutton
2023010455116,2023,3,2,1,4,3,4,1,1,1,0,6,13/07/2023,20:08,5,-0.105628,51.507189,POINT (-11758.4551735119 6711504.738044787),E02000808,E09000028,Southwark
2023010455118,2023,3,2,1,4,3,0,1,2,2,0,3,14/07/2023,10:15,6,-0.063029,51.618252,POINT (-7016.356185209241 6731392.672342616),E02000306,E09000010,Enfield
2023010455119,2023,3,2,1,4,2,0,1,1,1,0,6,05/07/2023,12:30,4,0.084649,51.357763,POINT (9423.083576159815 6684823.519943623),E02000162,E09000006,Bromley
2023010455121,2023,3,2,1,-1,0,9,1,9,9,9,9,13/07/2023,09:01,5,-0.134835,51.427101,POINT (-15009.763541111042 6697193.528473967),E02000649,E09000022,Lambeth
2023010455124,2023,3,2,2,4,3,0,1,1,1,0,2,14/07/2023,09:19,6,-0.364936,51.581598,POINT (-40624.489692134084 6724823.707118237),E02000456,E09000015,Harrow
2023010455129,2023,3,2,1,2,99,9,1,1,1,0,6,11/07/2023,16:26,3,-0.153073,51.44355,POINT (-17040.008414198765 6700130.809959247),E02000949,E09000032,Wandsworth
2023010455139,2023,2,1,1,2,6,5,1,2,2,0,6,14/07/2023,12:11,6,-0.337887,51.550762,POINT (-37613.40878566683 6719301.52031548),E02000239,E09000009,Ealing
2023010455140,2023,3,2,1,2,9,0,1,2,2,0,1,14/07/2023,11:25,6,-0.453195,51.497369,POINT (-50449.436630057615 6709748.61536407),E02000524,E09000017,Hillingdon
2023010455144,2023,3,2,1,2,6,5,1,1,1,0,6,14/07/2023,08:50,6,-0.153236,51.524009,POINT (-17058.15349119807 6714513.558891961),E02000967,E09000033,Westminster
2023010455145,2023,3,2,1,9,99,9,1,9,9,9,6,13/07/2023,19:30,5,-0.088545,51.440861,POINT (-9856.784312290407 6699650.565590997),E02000839,E09000028,Southwark
2023010455146,2023,3,2,1,4,3,0,1,1,1,0,6,13/07/2023,17:54,5,-0.160641,51.455764,POINT (-17882.47432052226 6702312.536258565),E02000931,E09000032,Wandsworth
2023010455147,2023,3,2,1,4,9,0,1,2,2,0,6,14/07/2023,10:29,6,0.060754,51.555066,POINT (6763.104343654542 6720072.066392139),E02000715,E09000025,Newham
2023010455150,2023,3,1,1,-1,0,4,1,2,2,0,6,14/07/2023,12:10,6,-0.152384,51.443863,POINT (-16963.3092850422 6700186.712312463),E02000943,E09000032,Wandsworth
2023010455154,2023,3,3,1,-1,0,0,1,2,2,0,6,14/07/2023,10:22,6,-0.323788,51.331245,POINT (-36043.91528497246 6680097.617074035),E02000617,E09000021,Kingston upon Thames
2023010455157,2023,3,2,1,-1,0,5,1,2,2,0,6,08/07/2023,14:30,7,0.007931,51.491918,POINT (882.8748814814527 6708773.969625094),E02006929,E09000011,Greenwich
2023010455159,2023,3,1,1,4,8,0,1,2,2,0,6,14/07/2023,14:25,6,-0.042376,51.611444,POINT (-4717.27474185576 6730172.172136684),E02000309,E09000010,Enfield
2023010455160,2023,3,1,1,2,6,5,5,2,2,0,2,14/04/2023,23:50,6,-0.132472,51.511828,POINT (-14746.715584366539 6712334.467754369),E02000972,E09000033,Westminster
2023010455161,2023,3,2,1,4,3,4,1,2,2,0,3,14/07/2023,12:47,6,-0.114445,51.40245,POINT (-12739.959123836195 6692793.603040948),E02000202,E09000008,Croydon
2023010455162,2023,3,2,1,9,99,9,1,2,2,9,9,14/07/2023,13:50,6,-0.107779,51.618307,POINT (-11997.903398208231 6731402.533180863),E02000305,E09000010,Enfield
2023010455163,2023,3,2,1,-1,0,0,1,2,2,0,6,14/07/2023,14:02,6,-0.348963,51.408812,POINT (-38846.38346569313 6693928.9211535435),E02000806,E09000027,Richmond upon Thames
2023010455169,2023,3,2,1,-1,0,0,1,2,2,0,6,14/07/2023,07:57,6,0.079336,51.368577,POINT (8831.643121575153 6686751.521236191),E02000157,E09000006,Bromley
2023010455173,2023,3,2,1,9,99,9,1,1,1,9,9,13/07/2023,16:30,5,-0.127772,51.598989,POINT (-14223.513977638151 6727939.782996407),E02000405,E09000014,Haringey
2023010455181,2023,2,2,1,2,9,0,1,2,2,0,6,14/07/2023,15:50,6,0.038993,51.38408,POINT (4340.680904502116 6689516.307173933),E02000152,E09000006,Bromley
2023010455190,2023,3,2,1,4,3,1,4,1,1,0,9,08/05/2023,02:00,2,-0.099233,51.600877,POINT (-11046.567029888916 6728278.141910737),E02000404,E09000014,Haringey
2023010455191,2023,3,2,1,-1,0,9,1,2,2,9,9,14/07/2023,13:25,6,-0.191024,51.548238,POINT (-21264.69440929429 6718849.681945082),E02000175,E09000007,Camden
2023010455192,2023,3,2,1,4,5,8,1,2,2,0,6,14/07/2023,12:25,6,0.076281,51.456915,POINT (8491.562077201701 6702518.1637811605),E02000340,E09000011,Greenwich
2023010455194,2023,3,1,1,4,3,1,1,2,2,0,6,14/07/2023,15:28,6,-0.085986,51.367807,POINT (-9571.917735350422 6686614.224787457),E02000216,E09000008,Croydon
2023010455195,2023,3,1,1,-1,0,4,4,1,1,0,3,14/05/2023,00:05,1,0.017195,51.573799,POINT (1914.1386441903387 6723426.689117743),E02000764,E09000026,Redbridge
2023010455197,2023,3,1,1,2,9,1,1,2,2,0,6,14/07/2023,12:40,6,-0.128724,51.525545,POINT (-14329.490132873349 6714788.379356633),E02000190,E09000007,Camden
2023010455200,2023,2,2,1,4,1,0,1,2,2,0,6,14/07/2023,17:51,6,-0.027031,51.50627,POINT (-3009.077155632978 6711340.376092977),E02006854,E09000030,Tower Hamlets
2023010455202,2023,3,1,1,4,3,4,1,2,2,0,2,14/07/2023,15:48,6,-0.05642,51.511168,POINT (-6280.645670556494 6712216.415259721),E02000888,E09000030,Tower Hamlets
2023010455203,2023,3,3,1,2,7,0,1,2,2,0,6,14/07/2023,17:13,6,-0.137882,51.359534,POINT (-15348.954029558146 6685139.235979984),E02000858,E09000029,Sutton
2023010455204,2023,3,2,1,4,3,4,1,2,2,0,7,14/07/2023,16:05,6,-0.283009,51.467853,POINT (-31504.41776991356 6704472.509342391),E02000787,E09000027,Richmond upon Thames
2023010455205,2023,3,2,1,-1,0,4,4,1,1,0,6,12/07/2023,22:58,4,0.030605,51.603972,POINT (3406.933015728138 6728832.844399723),E02000751,E09000026,Redbridge
2023010455208,2023,3,1,1,4,1,4,1,2,2,0,3,14/07/2023,15:35,6,0.035989,51.594553,POINT (4006.277154159123 6727144.838269369),E02000759,E09000026,Redbridge
2023010455215,2023,3,2,1,2,6,5,1,2,2,0,6,14/07/2023,18:35,6,-0.106894,51.522182,POINT (-11899.385648856185 6714186.684902051),E02000575,E09000019,Islington
2023010455219,2023,2,2,1,4,2,0,1,2,2,0,1,14/07/2023,13:37,6,-0.171665,51.353411,POINT (-19109.66038702731 6684047.741079986),E02000861,E09000029,Sutton
2023010455220,2023,3,2,1,2,6,4,1,1,2,0,6,14/07/2023,20:18,6,-0.069984,51.54042,POINT (-7790.583243676458 6717450.287753101),E02000364,E09000012,Hackney
2023010455224,2023,3,2,1,9,99,5,1,1,1,0,6,13/07/2023,09:20,5,-0.070584,51.531014,POINT (-7857.374938152421 6715766.96577884),E02000368,E09000012,Hackney
2023010455225,2023,3,1,1,-1,0,0,1,2,2,0,6,14/07/2023,12:30,6,0.077204,51.540936,POINT (8594.309967203892 6717542.642507368),E02000016,E09000002,Barking and Dagenham
2023010455227,2023,3,2,1,2,9,5,1,2,2,0,6,14/07/2023,15:00,6,-0.114875,51.463292,POINT (-12787.826504877301 6703657.516391583),E02000633,E09000022,Lambeth
2023010455230,2023,3,1,1,-1,0,0,1,2,2,0,6,14/07/2023,16:25,6,-0.094714,51.390116,POINT (-10543.514250994114 6690593.013295673),E02000206,E09000008,Croydon
2023010455240,2023,3,1,1,4,9,0,1,1,2,0,6,14/07/2023,16:15,6,-0.32764,51.509611,POINT (-36472.71796350815 6711937.925469075),E02000265,E09000009,Ealing
2023010455242,2023,3,2,1,-1,0,0,6,2,2,0,3,14/07/2023,21:10,6,-0.033318,51.546312,POINT (-3708.942794250289 6718504.9124748),E02000362,E09000012,Hackney
2023010455247,2023,3,1,1,-1,0,1,1,2,2,0,2,13/07/2023,03:25,5,-0.250468,51.543924,POINT (-27881.970220009647 6718077.461558117),E02000117,E09000005,Brent
2023010455252,2023,3,2,1,2,7,0,7,1,2,0,6,14/07/2023,23:03,6,-0.054116,51.485761,POINT (-6024.165563768793 6707673.230333728),E02000817,E09000028,Southwark
2023010455254,2023,3,2,1,-1,0,9,1,2,2,9,7,14/07/2023,14:38,6,-0.260546,51.512223,POINT (-29003.848048224256 6712405.121201844),E02000261,E09000009,Ealing
2023010455255,2023,3,2,1,9,99,9,1,1,1,0,6,13/07/2023,16:50,5,-0.145027,51.430815,POINT (-16144.331791276085 6697856.641304018),E02000958,E09000032,Wandsworth
2023010455257,2023,3,1,1,-1,0,0,4,1,2,0,6,15/07/2023,00:56,7,0.140486,51.554484,POINT (15638.829983583832 6719967.866539885),E02000008,E09000002,Barking and Dagenham
2023010455258,2023,3,1,1,2,3,4,4,1,1,0,6,15/07/2023,00:20,7,-0.016654,51.464819,POINT (-1853.914799671178 6703930.362886577),E02000664,E09000023,Lewisham
2023010455261,2023,3,2,1,-1,0,0,4,2,2,0,3,14/07/2023,22:07,6,-0.16085,51.363125,POINT (-17905.74009409805 6685779.440750579),E02000854,E09000029,Sutton
2023010455262,2023,3,1,1,4,9,0,4,1,2,0,6,15/07/2023,03:45,7,-0.070887,51.548069,POINT (-7891.104743862785 6718819.429003479),E02000364,E09000012,Hackney
2023010455265,2023,3,2,1,4,5,5,4,2,2,0,6,14/07/2023,22:50,6,-0.119104,51.455671,POINT (-13258.596631442055 6702295.921924055),E02000637,E09000022,Lambeth
2023010455272,2023,3,2,1,4,99,9,4,2,2,0,6,14/07/2023,22:35,6,-0.345536,51.544269,POINT (-38464.89157074458 6718139.215015246),E02000243,E09000009,Ealing
2023010455275,2023,3,2,1,-1,0,0,1,1,1,0,3,15/07/2023,04:00,7,-0.262043,51.550868,POINT (-29170.493325941792 6719320.496643406),E02000113,E09000005,Brent
2023010455276,2023,3,1,1,9,99,9,1,9,9,9,9,11/07/2023,04:10,3,-0.224616,51.510048,POINT (-25004.138744021937 6712016.087667268),E02000372,E09000013,Hammersmith and Fulham
2023010455279,2023,3,2,1,-1,0,0,1,1,1,0,3,15/07/2023,07:50,7,-0.211026,51.558976,POINT (-23491.30686414135 6720772.1377695305),E02000062,E09000003,Barnet
2023010455285,2023,3,1,1,9,9,0,1,8,1,0,6,13/07/2023,18:08,5,-0.458411,51.498211,POINT (-51030.079094035325 6709899.176428628),E02000521,E09000017,Hillingdon
2023010455287,2023,2,1,1,2,3,5,1,1,1,0,6,15/07/2023,09:15,7,-0.056915,51.535789,POINT (-6335.748818499166 6716621.468599391),E02000367,E09000012,Hackney
2023010455288,2023,3,1,1,4,3,0,7,1,1,0,6,28/05/2023,01:50,1,0.237056,51.603636,POINT (26388.953209490257 6728772.622849267),E02000465,E09000016,Havering
2023010455294,2023,3,2,1,4,3,0,1,1,1,0,6,15/07/2023,10:30,7,-0.072698,51.546157,POINT (-8092.704341689402 6718477.166864306),E02000365,E09000012,Hackney
2023010455298,2023,3,2,1,9,99,0,1,1,1,0,9,14/07/2023,12:35,6,-0.114379,51.608927,POINT (-12732.612037443838 6729720.9847863),E02000312,E09000010,Enfield
2023010455302,2023,2,1,1,4,3,8,1,1,2,0,6,15/07/2023,10:45,7,-0.093881,51.641778,POINT (-10450.785115163317 6735611.692296364),E02000293,E09000010,Enfield
2023010455309,2023,3,2,1,9,9,0,1,1,1,0,6,15/07/2023,05:20,7,-0.268495,51.527583,POINT (-29888.726680539985 6715153.031758058),E02000252,E09000009,Ealing
2023010455311,2023,3,2,1,2,6,9,1,2,2,0,6,14/07/2023,19:20,6,-0.098216,51.362512,POINT (-10933.355107752157 6685670.15133736),E02000222,E09000008,Croydon
2023010455313,2023,3,2,1,2,6,5,1,2,2,0,6,14/07/2023,18:00,6,-0.19408,51.538457,POINT (-21604.886773158534 6717098.955495237),E02000120,E09000005,Brent
2023010455318,2023,3,2,1,2,6,5,4,1,1,0,9,14/07/2023,23:30,6,-0.186075,51.49061,POINT (-20713.77424935838 6708540.114897521),E02000593,E09000020,Kensington and Chelsea
2023010455320,2023,3,2,1,-1,0,5,1,1,1,0,6,15/07/2023,11:39,7,-0.025391,51.474858,POINT (-2826.513190732009 6705724.372809129),E02006798,E09000023,Lewisham
2023010455323,2023,3,2,1,-1,0,9,1,1,1,0,6,15/07/2023,09:40,7,-0.353827,51.449526,POINT (-39387.84146891161 6701198.200306396),E02000793,E09000027,Richmond upon Thames
2023010455330,2023,3,1,1,-1,0,5,1,1,1,0,6,15/07/2023,12:15,7,-0.056299,51.514349,POINT (-6267.176012170508 6712785.408254353),E02000885,E09000030,Tower Hamlets
2023010455331,2023,3,1,1,2,3,1,1,1,1,0,6,15/07/2023,12:00,7,-0.11361,51.39339,POINT (-12647.007349023812 6691177.09124254),E02000204,E09000008,Croydon
2023010455335,2023,3,2,1,2,6,0,1,1,1,0,3,15/07/2023,10:42,7,0.017418,51.489148,POINT (1938.962890637239 6708278.734755791),E02006929,E09000011,Greenwich
2023010455337,2023,3,2,1,4,2,0,1,1,1,0,1,15/07/2023,11:10,7,0.152491,51.438957,POINT (16975.22047055708 6699310.53610047),E02000087,E09000004,Bexley
